id_veiculo,id_loja,marca_veiculo,modelo_veiculo,situacao_veiculo
5094,18,Merc,450SL,ATIVO
5095,25,Volvo,142E,ATIVO
5096,65,AMC,Javelin,ATIVO
5097,33,Pontiac,Firebird,ATIVO
5098,69,Ferrari,Dino,ATIVO
5099,5,Lotus,Europa,ATIVO
5100,13,Maserati,Bora,ATIVO
5101,15,Maserati,Bora,ATIVO
5102,93,Mazda,RX4,ATIVO
5103,83,Fiat,X1-9,ATIVO
5104,83,Maserati,Bora,ATIVO
5105,18,AMC,Javelin,ATIVO
5106,3,Fiat,X1-9,INATIVO
5107,12,Datsun,710,ATIVO
5108,56,Merc,240D,ATIVO
5109,96,Honda,Civic,ATIVO
5110,98,Duster,360,ATIVO
5111,58,Cadillac,Fleetwood,ATIVO
5112,94,Merc,230,ATIVO
5113,69,Lincoln,Continental,ATIVO
5114,76,Pontiac,Firebird,INATIVO
5115,2,Mazda,RX4,ATIVO
5116,2,Porsche,914-2,ATIVO
5117,39,Lincoln,Continental,ATIVO
5118,43,Merc,240D,ATIVO
5119,80,Honda,Civic,ATIVO
5120,46,Camaro,Z28,ATIVO
5121,45,Datsun,710,ATIVO
5122,33,Mazda,RX4,ATIVO
5123,61,Merc,450SE,ATIVO
5124,85,Fiat,128,ATIVO
5125,12,Merc,230,ATIVO
5126,80,Hornet,Sportabout,ATIVO
5127,78,Merc,450SL,ATIVO
5128,87,Fiat,X1-9,ATIVO
5129,72,Lotus,Europa,ATIVO
5130,18,Honda,Civic,ATIVO
5131,88,Datsun,710,ATIVO
5132,86,Ford,Pantera,ATIVO
5133,14,Fiat,X1-9,ATIVO
5134,96,Lotus,Europa,ATIVO
5135,15,Mazda,RX4,ATIVO
5136,42,Datsun,710,ATIVO
5137,66,Hornet,Sportabout,ATIVO
5138,42,Ford,Pantera,ATIVO
5139,14,Mazda,RX4,ATIVO
5140,89,Merc,450SE,ATIVO
5141,3,Honda,Civic,ATIVO
5142,55,Toyota,Corona,ATIVO
5143,60,Merc,450SE,ATIVO
5144,18,Ferrari,Dino,ATIVO
5145,57,Porsche,914-2,ATIVO
5146,94,Ford,Pantera,ATIVO
5147,68,Ford,Pantera,ATIVO
5148,5,Datsun,710,ATIVO
5149,14,Merc,450SLC,ATIVO
5150,31,Porsche,914-2,ATIVO
5151,84,Duster,360,ATIVO
5152,40,Honda,Civic,ATIVO
5153,22,Lotus,Europa,ATIVO
5154,100,Fiat,X1-9,ATIVO
5155,25,Mazda,RX4,ATIVO
5156,18,Cadillac,Fleetwood,ATIVO
5157,43,Mazda,RX4,ATIVO
5158,88,AMC,Javelin,ATIVO
5159,7,Merc,240D,ATIVO
5160,76,Merc,280C,ATIVO
5161,49,Chrysler,Imperial,ATIVO
5162,79,Datsun,710,ATIVO
5163,86,Duster,360,ATIVO
5164,57,Duster,360,ATIVO
5165,83,Merc,280,ATIVO
5166,98,Hornet,4,INATIVO
5167,79,Toyota,Corona,ATIVO
5168,90,Camaro,Z28,INATIVO
5169,29,Cadillac,Fleetwood,ATIVO
5170,59,Porsche,914-2,ATIVO
5171,48,Chrysler,Imperial,ATIVO
5172,91,Merc,230,ATIVO
5173,4,Fiat,128,ATIVO
5174,23,Fiat,128,ATIVO
5175,16,Toyota,Corona,ATIVO
5176,18,Ferrari,Dino,ATIVO
5177,50,Lincoln,Continental,ATIVO
5178,35,Merc,280,ATIVO
5179,11,Merc,450SL,ATIVO
5180,36,Honda,Civic,ATIVO
5181,59,Porsche,914-2,ATIVO
5182,26,Toyota,Corona,ATIVO
5183,75,Dodge,Challenger,ATIVO
5184,1,Merc,230,ATIVO
5185,74,Cadillac,Fleetwood,ATIVO
5186,90,Fiat,X1-9,ATIVO
5187,1,Merc,280C,ATIVO
5188,70,Merc,450SLC,ATIVO
5189,14,Ford,Pantera,ATIVO
5190,55,Hornet,Sportabout,ATIVO
5191,49,Mazda,RX4,ATIVO
5192,7,Duster,360,ATIVO
5193,76,Hornet,Sportabout,ATIVO
5194,25,Merc,280,ATIVO
5195,85,Mazda,RX4,ATIVO
5196,96,Mazda,RX4,ATIVO
5197,42,Lotus,Europa,ATIVO
5198,34,Chrysler,Imperial,ATIVO
5199,91,Cadillac,Fleetwood,ATIVO
5200,96,Dodge,Challenger,ATIVO
5201,82,Cadillac,Fleetwood,ATIVO
5202,77,Porsche,914-2,ATIVO
5203,4,Fiat,128,ATIVO
5204,91,Toyota,Corolla,ATIVO
5205,20,Porsche,914-2,ATIVO
5206,68,Maserati,Bora,ATIVO
5207,93,Ferrari,Dino,ATIVO
5208,29,Chrysler,Imperial,ATIVO
5209,55,Ford,Pantera,ATIVO
5210,14,Hornet,Sportabout,ATIVO
5211,19,Toyota,Corona,ATIVO
5212,77,Lotus,Europa,ATIVO
5213,53,Toyota,Corolla,ATIVO
5214,43,Honda,Civic,ATIVO
5215,55,Merc,280C,ATIVO
5216,64,Lotus,Europa,ATIVO
5217,65,Toyota,Corolla,ATIVO
5218,54,Merc,450SE,ATIVO
5219,95,Porsche,914-2,INATIVO
5220,37,Merc,450SLC,ATIVO
5221,4,Porsche,914-2,ATIVO
5222,63,Toyota,Corona,ATIVO
5223,22,Toyota,Corolla,ATIVO
5224,39,Pontiac,Firebird,ATIVO
5225,53,Ferrari,Dino,ATIVO
5226,19,Merc,280C,ATIVO
5227,2,Toyota,Corona,ATIVO
5228,8,Mazda,RX4,ATIVO
5229,34,Pontiac,Firebird,ATIVO
5230,22,Merc,240D,ATIVO
5231,63,Volvo,142E,ATIVO
5232,96,Toyota,Corolla,ATIVO
5233,18,Duster,360,ATIVO
5234,69,AMC,Javelin,ATIVO
5235,64,Mazda,RX4,ATIVO
5236,75,Datsun,710,ATIVO
5237,87,Lincoln,Continental,ATIVO
5238,90,Merc,450SL,ATIVO
5239,67,Porsche,914-2,ATIVO
5240,13,Ferrari,Dino,ATIVO
5241,86,Merc,450SL,ATIVO
5242,100,Toyota,Corolla,ATIVO
5243,48,Ferrari,Dino,ATIVO
5244,22,Chrysler,Imperial,ATIVO
5245,87,Toyota,Corona,ATIVO
5246,54,Lincoln,Continental,ATIVO
5247,8,Fiat,128,ATIVO
5248,75,Maserati,Bora,ATIVO
5249,68,Merc,450SL,ATIVO
5250,3,Toyota,Corona,ATIVO
5251,84,AMC,Javelin,ATIVO
5252,83,Toyota,Corona,ATIVO
5253,73,Volvo,142E,ATIVO
5254,68,Merc,280,ATIVO
5255,16,Merc,280,ATIVO
5256,75,Ford,Pantera,ATIVO
5257,61,Merc,450SLC,ATIVO
5258,44,Cadillac,Fleetwood,ATIVO
5259,38,Hornet,4,ATIVO
5260,27,Ford,Pantera,ATIVO
5261,39,Honda,Civic,ATIVO
5262,63,Fiat,128,ATIVO
5263,36,AMC,Javelin,ATIVO
5264,83,Toyota,Corona,ATIVO
5265,36,Hornet,Sportabout,ATIVO
5266,11,Merc,280,ATIVO
5267,99,AMC,Javelin,ATIVO
5268,5,Merc,230,ATIVO
5269,41,Camaro,Z28,ATIVO
5270,71,Fiat,128,ATIVO
5271,17,Hornet,4,ATIVO
5272,67,Fiat,128,ATIVO
5273,40,Lotus,Europa,ATIVO
5274,56,Merc,230,ATIVO
5275,17,Ford,Pantera,ATIVO
5276,33,AMC,Javelin,ATIVO
5277,52,Merc,280C,ATIVO
5278,27,Hornet,4,ATIVO
5279,18,Porsche,914-2,ATIVO
5280,72,Fiat,128,ATIVO
5281,17,Dodge,Challenger,ATIVO
5282,85,Lotus,Europa,ATIVO
5283,36,Pontiac,Firebird,INATIVO
5284,85,Honda,Civic,ATIVO
5285,42,Cadillac,Fleetwood,ATIVO
5286,54,Toyota,Corolla,ATIVO
5287,98,Mazda,RX4,ATIVO
5288,4,Fiat,128,ATIVO
5289,88,Merc,450SLC,ATIVO
5290,30,Pontiac,Firebird,ATIVO
5291,17,Honda,Civic,ATIVO
5292,64,Merc,450SL,ATIVO
5293,25,Chrysler,Imperial,ATIVO
5294,35,Toyota,Corolla,ATIVO
5295,14,Merc,450SLC,INATIVO
5296,39,Dodge,Challenger,ATIVO
5297,12,Ford,Pantera,ATIVO
5298,38,Merc,450SL,ATIVO
5299,92,Merc,230,ATIVO
5300,5,Merc,280,ATIVO
5301,88,Merc,450SL,ATIVO
5302,33,Datsun,710,ATIVO
5303,62,Datsun,710,ATIVO
5304,74,Porsche,914-2,ATIVO
5305,41,Merc,240D,ATIVO
5306,64,Mazda,RX4,ATIVO
5307,49,Maserati,Bora,ATIVO
5308,39,Fiat,128,ATIVO
5309,24,Lincoln,Continental,ATIVO
5310,1,Toyota,Corona,ATIVO
5311,44,Mazda,RX4,ATIVO
5312,89,Datsun,710,ATIVO
5313,38,AMC,Javelin,ATIVO
5314,47,Lincoln,Continental,ATIVO
5315,15,Mazda,RX4,ATIVO
5316,41,Ford,Pantera,ATIVO
5317,24,Merc,280C,ATIVO
5318,39,Mazda,RX4,ATIVO
5319,100,Hornet,4,ATIVO
5320,52,Lotus,Europa,ATIVO
5321,46,Chrysler,Imperial,ATIVO
5322,39,Hornet,Sportabout,ATIVO
5323,18,Lincoln,Continental,ATIVO
5324,47,Lincoln,Continental,ATIVO
5325,13,Mazda,RX4,ATIVO
5326,47,Merc,240D,ATIVO
5327,7,Datsun,710,ATIVO
5328,31,AMC,Javelin,ATIVO
5329,16,Merc,450SE,ATIVO
5330,59,Cadillac,Fleetwood,ATIVO
5331,28,Dodge,Challenger,ATIVO
5332,40,Cadillac,Fleetwood,ATIVO
5333,71,Maserati,Bora,ATIVO
5334,56,Hornet,Sportabout,ATIVO
5335,92,Merc,450SLC,ATIVO
5336,22,Fiat,128,ATIVO
5337,62,Lincoln,Continental,ATIVO
5338,45,Lincoln,Continental,ATIVO
5339,67,Volvo,142E,ATIVO
5340,1,Honda,Civic,ATIVO
5341,36,Merc,450SL,ATIVO
5342,65,Duster,360,ATIVO
5343,3,Merc,280,ATIVO
5344,20,Lotus,Europa,ATIVO
5345,9,Dodge,Challenger,ATIVO
5346,36,Mazda,RX4,ATIVO
5347,7,Merc,240D,ATIVO
5348,76,Duster,360,ATIVO
5349,18,Lincoln,Continental,ATIVO
5350,26,AMC,Javelin,ATIVO
5351,16,Hornet,Sportabout,ATIVO
5352,77,Pontiac,Firebird,ATIVO
5353,25,Merc,450SLC,ATIVO
5354,58,Volvo,142E,ATIVO
5355,54,Mazda,RX4,ATIVO
5356,64,Merc,240D,ATIVO
5357,61,Duster,360,ATIVO
5358,75,Toyota,Corolla,ATIVO
5359,24,Porsche,914-2,ATIVO
5360,18,Merc,240D,ATIVO
5361,63,Pontiac,Firebird,ATIVO
5362,90,Merc,240D,ATIVO
5363,88,Dodge,Challenger,INATIVO
5364,15,Volvo,142E,ATIVO
5365,98,Porsche,914-2,ATIVO
5366,79,AMC,Javelin,ATIVO
5367,77,Pontiac,Firebird,ATIVO
5368,57,Maserati,Bora,ATIVO
5369,91,Maserati,Bora,ATIVO
5370,61,Toyota,Corona,INATIVO
5371,64,AMC,Javelin,ATIVO
5372,7,Lotus,Europa,ATIVO
5373,48,Mazda,RX4,ATIVO
5374,17,Ford,Pantera,ATIVO
5375,52,Hornet,4,INATIVO
5376,34,Hornet,4,ATIVO
5377,1,Porsche,914-2,ATIVO
5378,52,Duster,360,ATIVO
5379,77,Merc,450SE,ATIVO
5380,78,Toyota,Corolla,ATIVO
5381,10,Camaro,Z28,ATIVO
5382,8,Cadillac,Fleetwood,ATIVO
5383,64,Datsun,710,ATIVO
5384,14,Lincoln,Continental,ATIVO
5385,28,Lincoln,Continental,ATIVO
5386,53,Hornet,Sportabout,ATIVO
5387,27,Hornet,Sportabout,ATIVO
5388,55,Maserati,Bora,ATIVO
5389,30,Volvo,142E,ATIVO
5390,31,Mazda,RX4,ATIVO
5391,55,Fiat,X1-9,ATIVO
5392,58,Toyota,Corolla,ATIVO
5393,86,Merc,280,ATIVO
5394,16,Merc,240D,ATIVO
5395,7,Ford,Pantera,ATIVO
5396,98,Chrysler,Imperial,ATIVO
5397,49,Pontiac,Firebird,ATIVO
5398,76,Merc,450SL,ATIVO
5399,63,Honda,Civic,ATIVO
5400,13,Honda,Civic,ATIVO
5401,19,Duster,360,ATIVO
5402,89,Duster,360,ATIVO
5403,85,Honda,Civic,ATIVO
5404,34,Maserati,Bora,ATIVO
5405,10,Pontiac,Firebird,ATIVO
5406,99,Datsun,710,ATIVO
5407,82,Merc,240D,ATIVO
5408,56,Fiat,128,ATIVO
5409,41,Merc,450SLC,ATIVO
5410,48,Fiat,X1-9,ATIVO
5411,91,Chrysler,Imperial,ATIVO
5412,10,Maserati,Bora,ATIVO
5413,18,AMC,Javelin,ATIVO
5414,3,Merc,280,ATIVO
5415,34,Merc,240D,ATIVO
5416,83,Maserati,Bora,ATIVO
5417,28,Mazda,RX4,ATIVO
5418,68,Volvo,142E,ATIVO
5419,78,Fiat,128,ATIVO
5420,69,Lotus,Europa,ATIVO
5421,30,Lincoln,Continental,ATIVO
5422,23,Fiat,X1-9,ATIVO
5423,91,Ferrari,Dino,ATIVO
5424,5,Fiat,128,ATIVO
5425,74,Mazda,RX4,ATIVO
5426,78,Ferrari,Dino,ATIVO
5427,23,Honda,Civic,ATIVO
5428,51,Fiat,X1-9,ATIVO
5429,3,Merc,450SE,ATIVO
5430,62,Merc,230,ATIVO
5431,28,AMC,Javelin,ATIVO
5432,22,Toyota,Corolla,INATIVO
5433,98,Volvo,142E,ATIVO
5434,23,Toyota,Corolla,ATIVO
5435,49,Hornet,4,ATIVO
5436,9,Duster,360,ATIVO
5437,11,Mazda,RX4,ATIVO
5438,99,Honda,Civic,ATIVO
5439,10,Cadillac,Fleetwood,ATIVO
5440,31,Ford,Pantera,ATIVO
5441,96,Camaro,Z28,ATIVO
5442,72,Dodge,Challenger,ATIVO
5443,73,Mazda,RX4,ATIVO
5444,38,Porsche,914-2,ATIVO
5445,94,Merc,450SE,ATIVO
5446,100,Merc,450SE,ATIVO
5447,28,Cadillac,Fleetwood,ATIVO
5448,95,Lincoln,Continental,ATIVO
5449,89,Porsche,914-2,ATIVO
5450,66,Fiat,X1-9,ATIVO
5451,67,Hornet,4,ATIVO
5452,69,Camaro,Z28,ATIVO
5453,14,Fiat,X1-9,ATIVO
5454,15,Mazda,RX4,ATIVO
5455,60,Maserati,Bora,ATIVO
5456,19,Hornet,Sportabout,ATIVO
5457,63,Merc,450SE,ATIVO
5458,63,Merc,230,ATIVO
5459,88,Merc,450SLC,ATIVO
5460,67,Ferrari,Dino,ATIVO
5461,22,Chrysler,Imperial,ATIVO
5462,17,Ferrari,Dino,ATIVO
5463,12,Merc,280,ATIVO
5464,72,Merc,450SE,ATIVO
5465,89,Toyota,Corona,ATIVO
5466,48,Merc,450SLC,ATIVO
5467,30,Hornet,4,ATIVO
5468,93,Hornet,4,ATIVO
5469,71,Ferrari,Dino,ATIVO
5470,73,Merc,230,ATIVO
5471,16,Merc,240D,INATIVO
5472,95,Merc,280,ATIVO
5473,2,Merc,450SE,ATIVO
5474,49,Merc,280C,ATIVO
5475,12,Lotus,Europa,ATIVO
5476,62,Hornet,Sportabout,ATIVO
5477,8,Merc,450SL,ATIVO
5478,90,Dodge,Challenger,ATIVO
5479,4,Cadillac,Fleetwood,ATIVO
5480,49,Merc,450SE,INATIVO
5481,24,Porsche,914-2,ATIVO
5482,55,Duster,360,ATIVO
5483,59,Mazda,RX4,ATIVO
5484,52,Chrysler,Imperial,ATIVO
5485,95,Merc,240D,ATIVO
5486,35,Toyota,Corolla,INATIVO
5487,84,Porsche,914-2,ATIVO
5488,89,Chrysler,Imperial,ATIVO
5489,91,Merc,280C,ATIVO
5490,87,Hornet,4,ATIVO
5491,44,Hornet,4,ATIVO
5492,47,Cadillac,Fleetwood,ATIVO
5493,15,Camaro,Z28,ATIVO
5494,97,Toyota,Corolla,ATIVO
5495,10,Ferrari,Dino,ATIVO
5496,31,Maserati,Bora,ATIVO
5497,80,Cadillac,Fleetwood,ATIVO
5498,18,Mazda,RX4,INATIVO
5499,3,Datsun,710,ATIVO
5500,93,Chrysler,Imperial,ATIVO
5501,73,Camaro,Z28,ATIVO
5502,6,Fiat,X1-9,ATIVO
5503,11,Toyota,Corona,ATIVO
5504,71,Merc,280C,ATIVO
5505,15,Merc,450SLC,ATIVO
5506,48,Maserati,Bora,ATIVO
5507,71,Hornet,4,ATIVO
5508,25,Hornet,Sportabout,ATIVO
5509,49,Maserati,Bora,INATIVO
5510,82,Porsche,914-2,ATIVO
5511,10,Toyota,Corona,ATIVO
5512,15,Toyota,Corona,ATIVO
5513,69,Merc,240D,ATIVO
5514,88,Merc,450SE,ATIVO
5515,85,Ferrari,Dino,ATIVO
5516,37,Toyota,Corona,ATIVO
5517,4,Hornet,Sportabout,ATIVO
5518,71,Honda,Civic,ATIVO
5519,69,Hornet,4,ATIVO
5520,34,Merc,450SE,ATIVO
5521,72,Dodge,Challenger,ATIVO
5522,43,Lincoln,Continental,ATIVO
5523,94,Fiat,X1-9,ATIVO
5524,99,Fiat,X1-9,ATIVO
5525,29,Merc,450SL,ATIVO
5526,99,Toyota,Corolla,ATIVO
5527,24,Merc,450SLC,ATIVO
5528,56,Dodge,Challenger,ATIVO
5529,69,Cadillac,Fleetwood,ATIVO
5530,44,Lincoln,Continental,ATIVO
5531,75,Mazda,RX4,ATIVO
5532,43,Porsche,914-2,ATIVO
5533,97,Volvo,142E,ATIVO
5534,16,Merc,450SLC,INATIVO
5535,11,Merc,450SL,ATIVO
5536,96,Ferrari,Dino,ATIVO
5537,66,Mazda,RX4,ATIVO
5538,82,Chrysler,Imperial,ATIVO
5539,84,Lotus,Europa,INATIVO
5540,49,Fiat,X1-9,INATIVO
5541,9,Merc,280,ATIVO
5542,80,Ferrari,Dino,ATIVO
5543,20,Chrysler,Imperial,ATIVO
5544,94,Merc,450SL,ATIVO
5545,17,Cadillac,Fleetwood,ATIVO
5546,36,Merc,240D,ATIVO
5547,76,Volvo,142E,ATIVO
5548,4,Fiat,X1-9,ATIVO
5549,32,Honda,Civic,ATIVO
5550,8,Duster,360,INATIVO
5551,62,Maserati,Bora,ATIVO
5552,89,AMC,Javelin,ATIVO
5553,36,Mazda,RX4,ATIVO
5554,42,Porsche,914-2,ATIVO
5555,77,Ferrari,Dino,ATIVO
5556,97,Merc,240D,ATIVO
5557,78,Pontiac,Firebird,ATIVO
5558,99,Ferrari,Dino,ATIVO
5559,66,Chrysler,Imperial,ATIVO
5560,27,Merc,230,ATIVO
5561,1,Duster,360,ATIVO
5562,91,Volvo,142E,ATIVO
5563,100,Toyota,Corolla,ATIVO
5564,7,AMC,Javelin,ATIVO
5565,24,Honda,Civic,ATIVO
5566,97,Datsun,710,ATIVO
5567,78,Pontiac,Firebird,ATIVO
5568,91,Volvo,142E,ATIVO
5569,25,Maserati,Bora,ATIVO
5570,99,Lotus,Europa,ATIVO
5571,39,Toyota,Corolla,ATIVO
5572,91,Pontiac,Firebird,ATIVO
5573,49,Merc,280,ATIVO
5574,33,Merc,450SLC,ATIVO
5575,49,Hornet,Sportabout,ATIVO
5576,25,Honda,Civic,ATIVO
5577,99,Porsche,914-2,ATIVO
5578,12,Datsun,710,ATIVO
5579,39,Toyota,Corolla,ATIVO
5580,34,Cadillac,Fleetwood,ATIVO
5581,22,Ferrari,Dino,ATIVO
5582,25,Merc,450SL,ATIVO
5583,14,Lincoln,Continental,ATIVO
5584,35,Ferrari,Dino,ATIVO
5585,31,Cadillac,Fleetwood,ATIVO
5586,50,Merc,280,ATIVO
5587,47,Merc,230,ATIVO
5588,94,Hornet,Sportabout,ATIVO
5589,61,Volvo,142E,INATIVO
5590,42,Ford,Pantera,ATIVO
5591,55,Merc,450SE,ATIVO
5592,45,Pontiac,Firebird,ATIVO
5593,56,Honda,Civic,INATIVO
5594,59,Merc,280C,ATIVO
5595,33,Camaro,Z28,ATIVO
5596,58,Merc,280,ATIVO
5597,11,Duster,360,ATIVO
5598,18,Camaro,Z28,ATIVO
5599,4,Volvo,142E,ATIVO
5600,77,Cadillac,Fleetwood,ATIVO
5601,34,Merc,450SLC,ATIVO
5602,26,Mazda,RX4,ATIVO
5603,69,Maserati,Bora,INATIVO
5604,78,Toyota,Corona,ATIVO
5605,10,Merc,280C,ATIVO
5606,24,AMC,Javelin,ATIVO
5607,33,Ferrari,Dino,ATIVO
5608,99,Merc,280C,ATIVO
5609,95,Dodge,Challenger,ATIVO
5610,54,Volvo,142E,ATIVO
5611,95,Merc,240D,ATIVO
5612,8,Hornet,Sportabout,ATIVO
5613,43,Mazda,RX4,ATIVO
5614,25,Merc,280C,ATIVO
5615,79,Camaro,Z28,ATIVO
5616,88,Toyota,Corona,ATIVO
5617,24,Toyota,Corona,ATIVO
5618,100,Camaro,Z28,ATIVO
5619,25,Ford,Pantera,ATIVO
5620,14,Fiat,128,ATIVO
5621,70,Fiat,X1-9,ATIVO
5622,34,Ford,Pantera,ATIVO
5623,8,Porsche,914-2,ATIVO
5624,28,Mazda,RX4,ATIVO
5625,46,Hornet,Sportabout,ATIVO
5626,62,Hornet,Sportabout,ATIVO
5627,84,Lotus,Europa,ATIVO
5628,6,Camaro,Z28,ATIVO
5629,94,Honda,Civic,ATIVO
5630,36,Merc,230,ATIVO
5631,69,Chrysler,Imperial,ATIVO
5632,76,Mazda,RX4,ATIVO
5633,50,Hornet,Sportabout,ATIVO
5634,85,Mazda,RX4,ATIVO
5635,100,Lincoln,Continental,INATIVO
5636,68,Duster,360,ATIVO
5637,4,Merc,280C,ATIVO
5638,16,Merc,280,ATIVO
5639,95,Lotus,Europa,ATIVO
5640,76,Fiat,128,INATIVO
5641,91,Toyota,Corona,INATIVO
5642,31,Lotus,Europa,ATIVO
5643,45,Merc,450SL,ATIVO
5644,82,Fiat,X1-9,ATIVO
5645,2,Dodge,Challenger,ATIVO
5646,3,Ford,Pantera,ATIVO
5647,63,AMC,Javelin,ATIVO
5648,90,Volvo,142E,ATIVO
5649,53,Mazda,RX4,ATIVO
5650,90,Merc,280,ATIVO
5651,15,Merc,450SLC,ATIVO
5652,25,Porsche,914-2,ATIVO
5653,19,Mazda,RX4,ATIVO
5654,73,Dodge,Challenger,INATIVO
5655,23,Toyota,Corona,ATIVO
5656,82,Fiat,X1-9,ATIVO
5657,5,Hornet,4,ATIVO
5658,77,Hornet,Sportabout,ATIVO
5659,40,Cadillac,Fleetwood,ATIVO
5660,38,Maserati,Bora,ATIVO
5661,60,Porsche,914-2,ATIVO
5662,68,Hornet,4,ATIVO
5663,47,Merc,450SE,ATIVO
5664,98,Honda,Civic,ATIVO
5665,91,Datsun,710,ATIVO
5666,100,Porsche,914-2,ATIVO
5667,83,Cadillac,Fleetwood,ATIVO
5668,24,Chrysler,Imperial,ATIVO
5669,67,Lotus,Europa,ATIVO
5670,42,Datsun,710,ATIVO
5671,80,Pontiac,Firebird,ATIVO
5672,85,Hornet,Sportabout,ATIVO
5673,31,Merc,450SL,ATIVO
5674,20,Merc,450SE,ATIVO
5675,61,Merc,230,ATIVO
5676,86,Fiat,128,ATIVO
5677,34,Pontiac,Firebird,INATIVO
5678,70,Cadillac,Fleetwood,ATIVO
5679,56,Mazda,RX4,ATIVO
5680,33,Merc,450SE,ATIVO
5681,59,Merc,230,ATIVO
5682,7,Merc,450SE,ATIVO
5683,15,Porsche,914-2,ATIVO
5684,87,Merc,240D,ATIVO
5685,9,Merc,450SLC,ATIVO
5686,63,Merc,450SLC,ATIVO
5687,73,Pontiac,Firebird,ATIVO
5688,98,Merc,450SE,ATIVO
5689,46,Merc,240D,ATIVO
5690,18,Hornet,4,ATIVO
5691,75,Camaro,Z28,ATIVO
5692,71,Lotus,Europa,ATIVO
5693,42,Lotus,Europa,ATIVO
5694,81,Lincoln,Continental,ATIVO
5695,63,Porsche,914-2,ATIVO
5696,6,Porsche,914-2,ATIVO
5697,68,Mazda,RX4,ATIVO
5698,94,Hornet,4,ATIVO
5699,65,Volvo,142E,ATIVO
5700,78,Volvo,142E,ATIVO
5701,17,Toyota,Corona,ATIVO
5702,72,Cadillac,Fleetwood,ATIVO
5703,86,Fiat,X1-9,ATIVO
5704,39,Chrysler,Imperial,ATIVO
5705,44,Merc,280,ATIVO
5706,93,Camaro,Z28,ATIVO
5707,59,Hornet,4,ATIVO
5708,12,Honda,Civic,ATIVO
5709,90,Fiat,X1-9,ATIVO
5710,86,Lincoln,Continental,ATIVO
5711,44,AMC,Javelin,ATIVO
5712,92,Fiat,X1-9,ATIVO
5713,91,Datsun,710,ATIVO
5714,94,Lincoln,Continental,ATIVO
5715,72,Pontiac,Firebird,ATIVO
5716,42,Dodge,Challenger,ATIVO
5717,82,Chrysler,Imperial,ATIVO
5718,92,Lotus,Europa,ATIVO
5719,66,Merc,240D,ATIVO
5720,70,Merc,450SL,ATIVO
5721,49,Merc,230,ATIVO
5722,2,Mazda,RX4,ATIVO
5723,1,AMC,Javelin,ATIVO
5724,4,Hornet,4,ATIVO
5725,46,Mazda,RX4,ATIVO
5726,70,Volvo,142E,ATIVO
5727,69,Merc,450SE,ATIVO
5728,48,Porsche,914-2,ATIVO
5729,23,Merc,240D,ATIVO
5730,47,Porsche,914-2,ATIVO
5731,70,Merc,230,ATIVO
5732,60,Pontiac,Firebird,ATIVO
5733,50,Cadillac,Fleetwood,ATIVO
5734,19,Toyota,Corona,ATIVO
5735,54,Toyota,Corona,ATIVO
5736,50,Toyota,Corona,ATIVO
5737,25,Mazda,RX4,ATIVO
5738,18,Merc,280,ATIVO
5739,99,Merc,230,ATIVO
5740,58,Datsun,710,ATIVO
5741,4,Merc,280,INATIVO
5742,82,Cadillac,Fleetwood,ATIVO
5743,96,Toyota,Corona,ATIVO
5744,38,Merc,450SL,ATIVO
5745,22,Fiat,X1-9,ATIVO
5746,57,Toyota,Corona,ATIVO
5747,34,AMC,Javelin,ATIVO
5748,8,Lincoln,Continental,ATIVO
5749,87,Porsche,914-2,ATIVO
5750,93,Porsche,914-2,ATIVO
5751,12,Dodge,Challenger,ATIVO
5752,36,Lotus,Europa,ATIVO
5753,35,Ford,Pantera,ATIVO
5754,56,Duster,360,ATIVO
5755,18,Dodge,Challenger,ATIVO
5756,64,Mazda,RX4,INATIVO
5757,41,Ford,Pantera,ATIVO
5758,80,Dodge,Challenger,ATIVO
5759,77,Chrysler,Imperial,ATIVO
5760,91,Merc,230,ATIVO
5761,70,Hornet,Sportabout,ATIVO
5762,97,Mazda,RX4,ATIVO
5763,95,Fiat,128,ATIVO
5764,45,Toyota,Corolla,ATIVO
5765,26,Pontiac,Firebird,ATIVO
5766,14,Ford,Pantera,ATIVO
5767,64,Pontiac,Firebird,ATIVO
5768,75,Cadillac,Fleetwood,ATIVO
5769,50,Porsche,914-2,ATIVO
5770,23,Hornet,Sportabout,ATIVO
5771,83,Toyota,Corona,ATIVO
5772,11,Duster,360,ATIVO
5773,18,Porsche,914-2,ATIVO
5774,36,Merc,280,ATIVO
5775,5,Datsun,710,ATIVO
5776,5,Merc,450SE,ATIVO
5777,72,Toyota,Corolla,ATIVO
5778,74,Merc,280C,ATIVO
5779,62,Volvo,142E,ATIVO
5780,39,Chrysler,Imperial,ATIVO
5781,17,Honda,Civic,ATIVO
5782,32,Lotus,Europa,ATIVO
5783,16,AMC,Javelin,ATIVO
5784,45,Chrysler,Imperial,ATIVO
5785,78,Pontiac,Firebird,INATIVO
5786,65,Merc,450SE,ATIVO
5787,17,AMC,Javelin,ATIVO
5788,60,Toyota,Corolla,ATIVO
5789,64,Lotus,Europa,ATIVO
5790,45,Dodge,Challenger,ATIVO
5791,81,Merc,450SE,ATIVO
5792,34,Merc,230,ATIVO
5793,17,Lincoln,Continental,INATIVO
5794,22,Cadillac,Fleetwood,ATIVO
5795,24,Maserati,Bora,INATIVO
5796,11,Duster,360,ATIVO
